station,browse_name,node_class,value_type,value,node_id,path
HBW,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,1].""History""[15].""ldt_ts""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,1/History/15"
HBW,i_code,Variable,int,0,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,1].""History""[15].""i_code""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,1/History/15"
HBW,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,1].""History""[16].""ldt_ts""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,1/History/16"
HBW,i_code,Variable,int,0,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,1].""History""[16].""i_code""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,1/History/16"
HBW,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,1].""History""[17].""ldt_ts""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,1/History/17"
HBW,i_code,Variable,int,0,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,1].""History""[17].""i_code""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,1/History/17"
HBW,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,1].""History""[18].""ldt_ts""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,1/History/18"
HBW,i_code,Variable,int,0,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,1].""History""[18].""i_code""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,1/History/18"
HBW,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,1].""History""[19].""ldt_ts""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,1/History/19"
HBW,i_code,Variable,int,0,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,1].""History""[19].""i_code""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,1/History/19"
HBW,ldt_ts,Variable,string,1990-01-01 00:00:00+00:00,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,1].""History""[2].""ldt_ts""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,1/History/2"
HBW,i_code,Variable,int,0,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,1].""History""[2].""i_code""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,1/History/2"
HBW,ldt_ts,Variable,string,1990-01-01 00:00:00+00:00,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,1].""History""[3].""ldt_ts""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,1/History/3"
HBW,i_code,Variable,int,0,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,1].""History""[3].""i_code""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,1/History/3"
HBW,ldt_ts,Variable,string,1990-01-01 00:00:00+00:00,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,1].""History""[4].""ldt_ts""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,1/History/4"
HBW,i_code,Variable,int,0,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,1].""History""[4].""i_code""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,1/History/4"
HBW,ldt_ts,Variable,string,1990-01-01 00:00:00+00:00,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,1].""History""[5].""ldt_ts""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,1/History/5"
HBW,i_code,Variable,int,0,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,1].""History""[5].""i_code""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,1/History/5"
HBW,ldt_ts,Variable,string,1990-01-01 00:00:00+00:00,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,1].""History""[6].""ldt_ts""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,1/History/6"
HBW,i_code,Variable,int,0,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,1].""History""[6].""i_code""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,1/History/6"
HBW,ldt_ts,Variable,string,1990-01-01 00:00:00+00:00,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,1].""History""[7].""ldt_ts""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,1/History/7"
HBW,i_code,Variable,int,0,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,1].""History""[7].""i_code""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,1/History/7"
HBW,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,1].""History""[8].""ldt_ts""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,1/History/8"
HBW,i_code,Variable,int,0,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,1].""History""[8].""i_code""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,1/History/8"
HBW,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,1].""History""[9].""ldt_ts""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,1/History/9"
HBW,i_code,Variable,int,0,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,1].""History""[9].""i_code""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,1/History/9"
HBW,History,Variable,string,"[ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), B...","ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2"
HBW,0,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[0]","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History"
HBW,1,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[1]","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History"
HBW,2,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[2]","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History"
HBW,3,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[3]","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History"
HBW,4,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[4]","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History"
HBW,5,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[5]","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History"
HBW,6,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[6]","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History"
HBW,7,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[7]","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History"
HBW,8,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[8]","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History"
HBW,9,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[9]","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History"
HBW,10,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[10]","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History"
HBW,11,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[11]","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History"
HBW,12,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[12]","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History"
HBW,13,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[13]","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History"
HBW,14,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[14]","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History"
HBW,15,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[15]","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History"
HBW,16,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[16]","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History"
HBW,17,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[17]","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History"
HBW,18,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[18]","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History"
HBW,19,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[19]","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History"
HBW,ldt_ts,Variable,string,1990-01-01 00:00:00+00:00,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[0].""ldt_ts""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History/0"
HBW,i_code,Variable,int,0,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[0].""i_code""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History/0"
HBW,ldt_ts,Variable,string,1990-01-01 00:00:00+00:00,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[1].""ldt_ts""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History/1"
HBW,i_code,Variable,int,0,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[1].""i_code""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History/1"
HBW,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[10].""ldt_ts""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History/10"
HBW,i_code,Variable,int,0,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[10].""i_code""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History/10"
HBW,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[11].""ldt_ts""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History/11"
HBW,i_code,Variable,int,0,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[11].""i_code""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History/11"
HBW,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[12].""ldt_ts""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History/12"
HBW,i_code,Variable,int,0,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[12].""i_code""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History/12"
HBW,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[13].""ldt_ts""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History/13"
HBW,i_code,Variable,int,0,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[13].""i_code""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History/13"
HBW,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[14].""ldt_ts""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History/14"
HBW,i_code,Variable,int,0,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[14].""i_code""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History/14"
HBW,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[15].""ldt_ts""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History/15"
HBW,i_code,Variable,int,0,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[15].""i_code""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History/15"
HBW,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[16].""ldt_ts""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History/16"
HBW,i_code,Variable,int,0,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[16].""i_code""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History/16"
HBW,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[17].""ldt_ts""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History/17"
HBW,i_code,Variable,int,0,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[17].""i_code""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History/17"
HBW,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[18].""ldt_ts""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History/18"
HBW,i_code,Variable,int,0,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[18].""i_code""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History/18"
HBW,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[19].""ldt_ts""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History/19"
HBW,i_code,Variable,int,0,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[19].""i_code""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History/19"
HBW,ldt_ts,Variable,string,1990-01-01 00:00:00+00:00,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[2].""ldt_ts""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History/2"
HBW,i_code,Variable,int,0,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[2].""i_code""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History/2"
HBW,ldt_ts,Variable,string,1990-01-01 00:00:00+00:00,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[3].""ldt_ts""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History/3"
HBW,i_code,Variable,int,0,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[3].""i_code""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History/3"
HBW,ldt_ts,Variable,string,1990-01-01 00:00:00+00:00,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[4].""ldt_ts""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History/4"
HBW,i_code,Variable,int,0,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[4].""i_code""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History/4"
HBW,ldt_ts,Variable,string,1990-01-01 00:00:00+00:00,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[5].""ldt_ts""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History/5"
HBW,i_code,Variable,int,0,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[5].""i_code""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History/5"
HBW,ldt_ts,Variable,string,1990-01-01 00:00:00+00:00,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[6].""ldt_ts""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History/6"
HBW,i_code,Variable,int,0,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[6].""i_code""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History/6"
HBW,ldt_ts,Variable,string,1990-01-01 00:00:00+00:00,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[7].""ldt_ts""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History/7"
HBW,i_code,Variable,int,0,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[7].""i_code""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History/7"
HBW,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[8].""ldt_ts""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History/8"
HBW,i_code,Variable,int,0,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[8].""i_code""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History/8"
HBW,ldt_ts,Variable,string,1601-01-01 00:00:00+00:00,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[9].""ldt_ts""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History/9"
HBW,i_code,Variable,int,0,"ns=3;s=""gtyp_HBW"".""Rack_History""[1,2].""History""[9].""i_code""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/1,2/History/9"
HBW,History,Variable,string,"[ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), B...","ns=3;s=""gtyp_HBW"".""Rack_History""[2,0].""History""","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/2,0"
HBW,0,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_HBW"".""Rack_History""[2,0].""History""[0]","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/2,0/History"
HBW,1,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_HBW"".""Rack_History""[2,0].""History""[1]","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/2,0/History"
HBW,2,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_HBW"".""Rack_History""[2,0].""History""[2]","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/2,0/History"
HBW,3,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_HBW"".""Rack_History""[2,0].""History""[3]","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/2,0/History"
HBW,4,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_HBW"".""Rack_History""[2,0].""History""[4]","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/2,0/History"
HBW,5,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_HBW"".""Rack_History""[2,0].""History""[5]","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/2,0/History"
HBW,6,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_HBW"".""Rack_History""[2,0].""History""[6]","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/2,0/History"
HBW,7,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_HBW"".""Rack_History""[2,0].""History""[7]","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/2,0/History"
HBW,8,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_HBW"".""Rack_History""[2,0].""History""[8]","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/2,0/History"
HBW,9,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_HBW"".""Rack_History""[2,0].""History""[9]","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/2,0/History"
HBW,10,Variable,string,"ExtensionObject(TypeId=NodeId(Identifier='TE_""typ_History""', NamespaceIndex=3, NodeIdType=<NodeIdType.String: 3>), Bo...","ns=3;s=""gtyp_HBW"".""Rack_History""[2,0].""History""[10]","Objects/Objects/DeviceSet/PLC/DataBlocksGlobal/gtyp_HBW/Rack_History/2,0/History"
