station,browse_name,node_class,value_type,value,node_id,path
(root),DisableCount,Variable,int,0,ns=1;s=Subscription_53957597.DisableCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957597
(root),RepublishRequestCount,Variable,int,0,ns=1;s=Subscription_53957597.RepublishRequestCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957597
(root),RepublishMessageRequestCount,Variable,int,0,ns=1;s=Subscription_53957597.RepublishMessageRequestCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957597
(root),RepublishMessageCount,Variable,int,0,ns=1;s=Subscription_53957597.RepublishMessageCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957597
(root),TransferRequestCount,Variable,int,0,ns=1;s=Subscription_53957597.TransferRequestCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957597
(root),TransferredToAltClientCount,Variable,int,0,ns=1;s=Subscription_53957597.TransferredToAltClientCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957597
(root),TransferredToSameClientCount,Variable,int,0,ns=1;s=Subscription_53957597.TransferredToSameClientCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957597
(root),PublishRequestCount,Variable,int,253,ns=1;s=Subscription_53957597.PublishRequestCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957597
(root),DataChangeNotificationsCount,Variable,int,253,ns=1;s=Subscription_53957597.DataChangeNotificationsCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957597
(root),EventNotificationsCount,Variable,int,0,ns=1;s=Subscription_53957597.EventNotificationsCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957597
(root),NotificationsCount,Variable,int,253,ns=1;s=Subscription_53957597.NotificationsCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957597
(root),LatePublishRequestCount,Variable,int,0,ns=1;s=Subscription_53957597.LatePublishRequestCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957597
(root),CurrentKeepAliveCount,Variable,int,0,ns=1;s=Subscription_53957597.CurrentKeepAliveCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957597
(root),CurrentLifetimeCount,Variable,int,0,ns=1;s=Subscription_53957597.CurrentLifetimeCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957597
(root),UnacknowledgedMessageCount,Variable,int,1,ns=1;s=Subscription_53957597.UnacknowledgedMessageCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957597
(root),DiscardedMessageCount,Variable,int,0,ns=1;s=Subscription_53957597.DiscardedMessageCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957597
(root),MonitoredItemCount,Variable,int,1,ns=1;s=Subscription_53957597.MonitoredItemCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957597
(root),DisabledMonitoredItemCount,Variable,int,0,ns=1;s=Subscription_53957597.DisabledMonitoredItemCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957597
(root),MonitoringQueueOverflowCount,Variable,int,0,ns=1;s=Subscription_53957597.MonitoringQueueOverflowCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957597
(root),NextSequenceNumber,Variable,int,253,ns=1;s=Subscription_53957597.NextSequenceNumber,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957597
(root),EventQueueOverflowCount,Variable,int,0,ns=1;s=Subscription_53957597.EventQueueOverflowCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957597
(root),SessionId,Variable,string,"NodeId(Identifier=3783273336, NamespaceIndex=1, NodeIdType=<NodeIdType.Numeric: 2>)",ns=1;s=Subscription_53957598.SessionId,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957598
(root),SubscriptionId,Variable,int,53957598,ns=1;s=Subscription_53957598.SubscriptionId,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957598
(root),Priority,Variable,int,10,ns=1;s=Subscription_53957598.Priority,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957598
(root),PublishingInterval,Variable,float,1000.0,ns=1;s=Subscription_53957598.PublishingInterval,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957598
(root),MaxKeepAliveCount,Variable,int,30,ns=1;s=Subscription_53957598.MaxKeepAliveCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957598
(root),MaxLifetimeCount,Variable,int,300,ns=1;s=Subscription_53957598.MaxLifetimeCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957598
(root),MaxNotificationsPerPublish,Variable,int,100,ns=1;s=Subscription_53957598.MaxNotificationsPerPublish,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957598
(root),PublishingEnabled,Variable,bool,True,ns=1;s=Subscription_53957598.PublishingEnabled,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957598
(root),ModifyCount,Variable,int,0,ns=1;s=Subscription_53957598.ModifyCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957598
(root),EnableCount,Variable,int,0,ns=1;s=Subscription_53957598.EnableCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957598
(root),DisableCount,Variable,int,0,ns=1;s=Subscription_53957598.DisableCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957598
(root),RepublishRequestCount,Variable,int,0,ns=1;s=Subscription_53957598.RepublishRequestCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957598
(root),RepublishMessageRequestCount,Variable,int,0,ns=1;s=Subscription_53957598.RepublishMessageRequestCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957598
(root),RepublishMessageCount,Variable,int,0,ns=1;s=Subscription_53957598.RepublishMessageCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957598
(root),TransferRequestCount,Variable,int,0,ns=1;s=Subscription_53957598.TransferRequestCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957598
(root),TransferredToAltClientCount,Variable,int,0,ns=1;s=Subscription_53957598.TransferredToAltClientCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957598
(root),TransferredToSameClientCount,Variable,int,0,ns=1;s=Subscription_53957598.TransferredToSameClientCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957598
(root),PublishRequestCount,Variable,int,253,ns=1;s=Subscription_53957598.PublishRequestCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957598
(root),DataChangeNotificationsCount,Variable,int,253,ns=1;s=Subscription_53957598.DataChangeNotificationsCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957598
(root),EventNotificationsCount,Variable,int,0,ns=1;s=Subscription_53957598.EventNotificationsCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957598
(root),NotificationsCount,Variable,int,253,ns=1;s=Subscription_53957598.NotificationsCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957598
(root),LatePublishRequestCount,Variable,int,0,ns=1;s=Subscription_53957598.LatePublishRequestCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957598
(root),CurrentKeepAliveCount,Variable,int,0,ns=1;s=Subscription_53957598.CurrentKeepAliveCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957598
(root),CurrentLifetimeCount,Variable,int,0,ns=1;s=Subscription_53957598.CurrentLifetimeCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957598
(root),UnacknowledgedMessageCount,Variable,int,1,ns=1;s=Subscription_53957598.UnacknowledgedMessageCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957598
(root),DiscardedMessageCount,Variable,int,0,ns=1;s=Subscription_53957598.DiscardedMessageCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957598
(root),MonitoredItemCount,Variable,int,1,ns=1;s=Subscription_53957598.MonitoredItemCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957598
(root),DisabledMonitoredItemCount,Variable,int,0,ns=1;s=Subscription_53957598.DisabledMonitoredItemCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957598
(root),MonitoringQueueOverflowCount,Variable,int,0,ns=1;s=Subscription_53957598.MonitoringQueueOverflowCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957598
(root),NextSequenceNumber,Variable,int,253,ns=1;s=Subscription_53957598.NextSequenceNumber,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957598
(root),EventQueueOverflowCount,Variable,int,0,ns=1;s=Subscription_53957598.EventQueueOverflowCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957598
(root),SessionId,Variable,string,"NodeId(Identifier=3783273336, NamespaceIndex=1, NodeIdType=<NodeIdType.Numeric: 2>)",ns=1;s=Subscription_53957599.SessionId,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957599
(root),SubscriptionId,Variable,int,53957599,ns=1;s=Subscription_53957599.SubscriptionId,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957599
(root),Priority,Variable,int,10,ns=1;s=Subscription_53957599.Priority,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957599
(root),PublishingInterval,Variable,float,1000.0,ns=1;s=Subscription_53957599.PublishingInterval,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957599
(root),MaxKeepAliveCount,Variable,int,30,ns=1;s=Subscription_53957599.MaxKeepAliveCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957599
(root),MaxLifetimeCount,Variable,int,300,ns=1;s=Subscription_53957599.MaxLifetimeCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957599
(root),MaxNotificationsPerPublish,Variable,int,100,ns=1;s=Subscription_53957599.MaxNotificationsPerPublish,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957599
(root),PublishingEnabled,Variable,bool,True,ns=1;s=Subscription_53957599.PublishingEnabled,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957599
(root),ModifyCount,Variable,int,0,ns=1;s=Subscription_53957599.ModifyCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957599
(root),EnableCount,Variable,int,0,ns=1;s=Subscription_53957599.EnableCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957599
(root),DisableCount,Variable,int,0,ns=1;s=Subscription_53957599.DisableCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957599
(root),RepublishRequestCount,Variable,int,0,ns=1;s=Subscription_53957599.RepublishRequestCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957599
(root),RepublishMessageRequestCount,Variable,int,0,ns=1;s=Subscription_53957599.RepublishMessageRequestCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957599
(root),RepublishMessageCount,Variable,int,0,ns=1;s=Subscription_53957599.RepublishMessageCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957599
(root),TransferRequestCount,Variable,int,0,ns=1;s=Subscription_53957599.TransferRequestCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957599
(root),TransferredToAltClientCount,Variable,int,0,ns=1;s=Subscription_53957599.TransferredToAltClientCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957599
(root),TransferredToSameClientCount,Variable,int,0,ns=1;s=Subscription_53957599.TransferredToSameClientCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957599
(root),PublishRequestCount,Variable,int,253,ns=1;s=Subscription_53957599.PublishRequestCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957599
(root),DataChangeNotificationsCount,Variable,int,253,ns=1;s=Subscription_53957599.DataChangeNotificationsCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957599
(root),EventNotificationsCount,Variable,int,0,ns=1;s=Subscription_53957599.EventNotificationsCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957599
(root),NotificationsCount,Variable,int,253,ns=1;s=Subscription_53957599.NotificationsCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957599
(root),LatePublishRequestCount,Variable,int,0,ns=1;s=Subscription_53957599.LatePublishRequestCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957599
(root),CurrentKeepAliveCount,Variable,int,0,ns=1;s=Subscription_53957599.CurrentKeepAliveCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957599
(root),CurrentLifetimeCount,Variable,int,0,ns=1;s=Subscription_53957599.CurrentLifetimeCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957599
(root),UnacknowledgedMessageCount,Variable,int,1,ns=1;s=Subscription_53957599.UnacknowledgedMessageCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957599
(root),DiscardedMessageCount,Variable,int,0,ns=1;s=Subscription_53957599.DiscardedMessageCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957599
(root),MonitoredItemCount,Variable,int,1,ns=1;s=Subscription_53957599.MonitoredItemCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957599
(root),DisabledMonitoredItemCount,Variable,int,0,ns=1;s=Subscription_53957599.DisabledMonitoredItemCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957599
(root),MonitoringQueueOverflowCount,Variable,int,0,ns=1;s=Subscription_53957599.MonitoringQueueOverflowCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957599
(root),NextSequenceNumber,Variable,int,253,ns=1;s=Subscription_53957599.NextSequenceNumber,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957599
(root),EventQueueOverflowCount,Variable,int,0,ns=1;s=Subscription_53957599.EventQueueOverflowCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957599
(root),SessionId,Variable,string,"NodeId(Identifier=3783273336, NamespaceIndex=1, NodeIdType=<NodeIdType.Numeric: 2>)",ns=1;s=Subscription_53957600.SessionId,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957600
(root),SubscriptionId,Variable,int,53957600,ns=1;s=Subscription_53957600.SubscriptionId,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957600
(root),Priority,Variable,int,10,ns=1;s=Subscription_53957600.Priority,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957600
(root),PublishingInterval,Variable,float,1000.0,ns=1;s=Subscription_53957600.PublishingInterval,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957600
(root),MaxKeepAliveCount,Variable,int,30,ns=1;s=Subscription_53957600.MaxKeepAliveCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957600
(root),MaxLifetimeCount,Variable,int,300,ns=1;s=Subscription_53957600.MaxLifetimeCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957600
(root),MaxNotificationsPerPublish,Variable,int,100,ns=1;s=Subscription_53957600.MaxNotificationsPerPublish,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957600
(root),PublishingEnabled,Variable,bool,True,ns=1;s=Subscription_53957600.PublishingEnabled,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957600
(root),ModifyCount,Variable,int,0,ns=1;s=Subscription_53957600.ModifyCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957600
(root),EnableCount,Variable,int,0,ns=1;s=Subscription_53957600.EnableCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957600
(root),DisableCount,Variable,int,0,ns=1;s=Subscription_53957600.DisableCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957600
(root),RepublishRequestCount,Variable,int,0,ns=1;s=Subscription_53957600.RepublishRequestCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957600
(root),RepublishMessageRequestCount,Variable,int,0,ns=1;s=Subscription_53957600.RepublishMessageRequestCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957600
(root),RepublishMessageCount,Variable,int,0,ns=1;s=Subscription_53957600.RepublishMessageCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957600
(root),TransferRequestCount,Variable,int,0,ns=1;s=Subscription_53957600.TransferRequestCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957600
(root),TransferredToAltClientCount,Variable,int,0,ns=1;s=Subscription_53957600.TransferredToAltClientCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957600
(root),TransferredToSameClientCount,Variable,int,0,ns=1;s=Subscription_53957600.TransferredToSameClientCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957600
(root),PublishRequestCount,Variable,int,254,ns=1;s=Subscription_53957600.PublishRequestCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957600
(root),DataChangeNotificationsCount,Variable,int,254,ns=1;s=Subscription_53957600.DataChangeNotificationsCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957600
(root),EventNotificationsCount,Variable,int,0,ns=1;s=Subscription_53957600.EventNotificationsCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957600
(root),NotificationsCount,Variable,int,254,ns=1;s=Subscription_53957600.NotificationsCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957600
(root),LatePublishRequestCount,Variable,int,0,ns=1;s=Subscription_53957600.LatePublishRequestCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957600
(root),CurrentKeepAliveCount,Variable,int,1,ns=1;s=Subscription_53957600.CurrentKeepAliveCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957600
(root),CurrentLifetimeCount,Variable,int,1,ns=1;s=Subscription_53957600.CurrentLifetimeCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957600
(root),UnacknowledgedMessageCount,Variable,int,1,ns=1;s=Subscription_53957600.UnacknowledgedMessageCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957600
(root),DiscardedMessageCount,Variable,int,0,ns=1;s=Subscription_53957600.DiscardedMessageCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957600
(root),MonitoredItemCount,Variable,int,1,ns=1;s=Subscription_53957600.MonitoredItemCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957600
(root),DisabledMonitoredItemCount,Variable,int,0,ns=1;s=Subscription_53957600.DisabledMonitoredItemCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957600
(root),MonitoringQueueOverflowCount,Variable,int,0,ns=1;s=Subscription_53957600.MonitoringQueueOverflowCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957600
(root),NextSequenceNumber,Variable,int,254,ns=1;s=Subscription_53957600.NextSequenceNumber,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957600
(root),EventQueueOverflowCount,Variable,int,0,ns=1;s=Subscription_53957600.EventQueueOverflowCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957600
(root),SessionId,Variable,string,"NodeId(Identifier=3783273336, NamespaceIndex=1, NodeIdType=<NodeIdType.Numeric: 2>)",ns=1;s=Subscription_53957601.SessionId,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957601
(root),SubscriptionId,Variable,int,53957601,ns=1;s=Subscription_53957601.SubscriptionId,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957601
(root),Priority,Variable,int,10,ns=1;s=Subscription_53957601.Priority,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957601
(root),PublishingInterval,Variable,float,1000.0,ns=1;s=Subscription_53957601.PublishingInterval,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957601
(root),MaxKeepAliveCount,Variable,int,30,ns=1;s=Subscription_53957601.MaxKeepAliveCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957601
(root),MaxLifetimeCount,Variable,int,300,ns=1;s=Subscription_53957601.MaxLifetimeCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957601
(root),MaxNotificationsPerPublish,Variable,int,100,ns=1;s=Subscription_53957601.MaxNotificationsPerPublish,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957601
(root),PublishingEnabled,Variable,bool,True,ns=1;s=Subscription_53957601.PublishingEnabled,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957601
(root),ModifyCount,Variable,int,0,ns=1;s=Subscription_53957601.ModifyCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957601
(root),EnableCount,Variable,int,0,ns=1;s=Subscription_53957601.EnableCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957601
(root),DisableCount,Variable,int,0,ns=1;s=Subscription_53957601.DisableCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957601
(root),RepublishRequestCount,Variable,int,0,ns=1;s=Subscription_53957601.RepublishRequestCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957601
(root),RepublishMessageRequestCount,Variable,int,0,ns=1;s=Subscription_53957601.RepublishMessageRequestCount,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/Session1/SubscriptionDiagnosticsArray/53957601
